x,y,H,S,V
50.5,46.5,21,54,136
50.5,47.5,21,58,134
50.5,48.5,21,57,133
50.5,49.5,21,65,132
50.5,50.5,21,71,125
50.5,51.5,20,68,116
50.5,52.5,19,65,120
50.5,53.5,20,67,125
50.5,54.5,21,60,131
50.5,55.5,21,66,119
50.5,56.5,20,56,113
50.5,57.5,21,81,113
50.5,58.5,23,56,131
50.5,59.5,24,48,138
50.5,60.5,24,57,132
50.5,61.5,22,53,133
50.5,62.5,21,34,146
50.5,63.5,21,32,143
50.5,64.5,19,23,144
50.5,65.5,14,22,139
50.5,66.5,19,24,135
50.5,67.5,18,29,137
50.5,68.5,18,26,134
50.5,69.5,15,20,134
50.5,70.5,17,22,134
50.5,71.5,15,21,133
50.5,72.5,19,25,131
50.5,73.5,21,22,139
50.5,74.5,21,26,134
50.5,75.5,23,31,130
50.5,76.5,23,21,131
50.5,77.5,7,11,128
50.5,78.5,212,5,129
50.5,79.5,233,8,122
50.5,80.5,244,9,113
50.5,81.5,212,4,117
50.5,82.5,244,8,115
50.5,83.5,0,9,112
50.5,84.5,198,6,117
50.5,85.5,212,6,112
50.5,86.5,0,7,109
50.5,87.5,226,6,110
50.5,88.5,21,9,108
50.5,89.5,10,9,107
51.5,0.5,12,105,123
51.5,1.5,13,117,117
51.5,2.5,14,122,117
51.5,3.5,14,125,116
51.5,4.5,14,117,113
51.5,5.5,15,118,103
51.5,6.5,16,120,116
51.5,7.5,18,101,133
51.5,8.5,19,89,137
51.5,9.5,19,111,137
51.5,10.5,19,117,139
51.5,11.5,19,109,138
51.5,12.5,21,95,149
51.5,13.5,20,107,135
51.5,14.5,17,119,111
51.5,15.5,14,118,110
51.5,16.5,17,119,132
51.5,17.5,14,118,125
51.5,18.5,14,114,122
51.5,19.5,16,102,130
51.5,20.5,18,101,123
51.5,21.5,18,102,120
51.5,22.5,16,107,114
51.5,23.5,18,105,123
51.5,24.5,18,111,126
51.5,25.5,18,115,132
51.5,26.5,17,107,128
51.5,27.5,17,113,121
51.5,28.5,18,110,129
51.5,29.5,18,107,128
51.5,30.5,18,92,135
51.5,31.5,20,72,126
51.5,32.5,20,77,122
51.5,33.5,19,71,125
51.5,34.5,16,60,127
51.5,35.5,18,46,125
51.5,36.5,13,33,121
51.5,37.5,12,35,122
51.5,38.5,17,55,124
51.5,39.5,16,46,125
51.5,40.5,18,55,123
51.5,41.5,19,47,130
51.5,42.5,20,43,135
51.5,43.5,20,46,125
51.5,44.5,20,56,121
51.5,45.5,19,47,130
51.5,46.5,21,51,129
51.5,47.5,20,64,123
51.5,48.5,20,63,132
51.5,49.5,21,64,135
51.5,50.5,21,72,120
51.5,51.5,19,77,109
51.5,52.5,21,80,120
51.5,53.5,22,82,126
51.5,54.5,22,74,130
51.5,55.5,21,77,122
51.5,56.5,22,75,121
51.5,57.5,21,86,118
51.5,58.5,22,89,123
51.5,59.5,23,78,130
51.5,60.5,22,70,134
51.5,61.5,23,61,133
51.5,62.5,22,52,135
51.5,63.5,22,43,136
51.5,64.5,20,38,138
51.5,65.5,20,37,129
51.5,66.5,21,52,126
51.5,67.5,23,52,131
51.5,68.5,22,55,125
51.5,69.5,22,44,131
51.5,70.5,23,34,135
51.5,71.5,21,30,134
51.5,72.5,24,32,134
51.5,73.5,23,29,137
51.5,74.5,21,30,133
51.5,75.5,19,31,136
51.5,76.5,18,27,131
51.5,77.5,12,19,130
51.5,78.5,0,10,124
51.5,79.5,240,6,117
51.5,80.5,0,11,112
51.5,81.5,0,8,115
51.5,82.5,7,13,114
51.5,83.5,12,15,112
51.5,84.5,244,8,115
51.5,85.5,240,6,116
51.5,86.5,0,7,109
51.5,87.5,0,7,103
51.5,88.5,24,18,95
51.5,89.5,8,12,101
52.5,0.5,14,119,120
52.5,1.5,14,116,120
52.5,2.5,15,118,125
52.5,3.5,14,119,115
52.5,4.5,14,124,117
52.5,5.5,15,126,113
52.5,6.5,17,131,124
52.5,7.5,17,123,130
52.5,8.5,18,106,134
52.5,9.5,17,129,116
52.5,10.5,17,129,132
52.5,11.5,19,105,142
52.5,12.5,19,96,127
52.5,13.5,18,97,107
52.5,14.5,16,110,99
52.5,15.5,16,115,115
52.5,16.5,17,111,126
52.5,17.5,14,117,117
52.5,18.5,13,101,116
52.5,19.5,15,96,129
52.5,20.5,17,90,127
52.5,21.5,20,74,123
52.5,22.5,18,102,120
52.5,23.5,18,109,128
52.5,24.5,17,113,126
52.5,25.5,17,108,125
52.5,26.5,18,106,129
52.5,27.5,17,107,126
52.5,28.5,17,104,129
52.5,29.5,19,100,132
52.5,30.5,19,94,137
52.5,31.5,19,78,127
52.5,32.5,21,81,113
52.5,33.5,20,87,114
52.5,34.5,18,69,125
52.5,35.5,17,65,125
52.5,36.5,14,57,119
52.5,37.5,13,51,108
52.5,38.5,15,51,118
52.5,39.5,15,45,124
52.5,40.5,16,51,124
52.5,41.5,19,51,129
52.5,42.5,20,40,132
52.5,43.5,21,33,137
52.5,44.5,21,45,135
52.5,45.5,17,36,134
52.5,46.5,21,41,136
52.5,47.5,23,56,132
52.5,48.5,19,55,137
52.5,49.5,20,61,136
52.5,50.5,23,58,135
52.5,51.5,22,74,123
52.5,52.5,22,72,127
52.5,53.5,22,72,131
52.5,54.5,23,62,135
52.5,55.5,21,73,128
52.5,56.5,21,63,133
52.5,57.5,21,80,123
52.5,58.5,21,78,127
52.5,59.5,21,70,131
52.5,60.5,21,62,134
52.5,61.5,21,58,136
52.5,62.5,21,53,138
52.5,63.5,22,49,140
52.5,64.5,23,54,135
52.5,65.5,23,52,131
52.5,66.5,24,57,129
52.5,67.5,24,59,129
52.5,68.5,22,53,124
52.5,69.5,22,58,123
52.5,70.5,22,49,134
52.5,71.5,23,36,138
52.5,72.5,23,41,135
52.5,73.5,20,35,135
52.5,74.5,23,43,129
52.5,75.5,22,52,131
52.5,76.5,20,44,132
52.5,77.5,21,35,130
52.5,78.5,16,26,127
52.5,79.5,12,20,124
52.5,80.5,7,13,116
52.5,81.5,7,14,109
52.5,82.5,14,13,114
52.5,83.5,8,10,117
52.5,84.5,0,6,116
52.5,85.5,212,4,114
52.5,86.5,233,9,103
52.5,87.5,191,5,99
52.5,88.5,240,8,90
52.5,89.5,0,7,99
53.5,0.5,16,126,127
53.5,1.5,13,117,124
53.5,2.5,14,122,121
53.5,3.5,14,110,118
53.5,4.5,16,127,124
53.5,5.5,16,130,123
53.5,6.5,19,127,132
53.5,7.5,17,121,128
53.5,8.5,17,103,141
53.5,9.5,18,122,135
53.5,10.5,16,132,123
53.5,11.5,17,129,130
53.5,12.5,18,116,138
53.5,13.5,16,112,107
53.5,14.5,15,105,109
53.5,15.5,15,107,111
53.5,16.5,15,111,119
53.5,17.5,14,104,125
53.5,18.5,16,100,132
53.5,19.5,15,106,134
53.5,20.5,17,108,134
53.5,21.5,18,103,130
53.5,22.5,18,108,127
53.5,23.5,17,105,130
53.5,24.5,17,105,128
53.5,25.5,16,108,124
53.5,26.5,18,107,126
53.5,27.5,17,101,128
53.5,28.5,18,102,134
53.5,29.5,18,101,136
53.5,30.5,20,91,134
53.5,31.5,21,77,131
53.5,32.5,21,77,119
53.5,33.5,20,80,123
53.5,34.5,17,70,123
53.5,35.5,14,59,124
53.5,36.5,13,54,122
53.5,37.5,15,64,111
53.5,38.5,16,53,119
53.5,39.5,16,40,127
53.5,40.5,18,59,120
53.5,41.5,18,62,122
53.5,42.5,18,40,132
53.5,43.5,18,40,133
53.5,44.5,21,48,127
53.5,45.5,19,43,129
53.5,46.5,22,34,142
53.5,47.5,23,45,140
53.5,48.5,20,50,137
53.5,49.5,22,57,132
53.5,50.5,22,52,136
53.5,51.5,22,57,132
53.5,52.5,21,55,129
53.5,53.5,21,70,116
53.5,54.5,21,76,116
53.5,55.5,20,68,123
53.5,56.5,20,67,124
53.5,57.5,19,79,118
53.5,58.5,20,73,122
53.5,59.5,21,69,129
53.5,60.5,20,51,134
53.5,61.5,19,53,133
53.5,62.5,20,47,135
53.5,63.5,22,47,133
53.5,64.5,21,44,139
53.5,65.5,22,44,142
53.5,66.5,21,44,139
53.5,67.5,20,49,130
53.5,68.5,22,55,129
53.5,69.5,21,62,123
53.5,70.5,22,48,137
53.5,71.5,20,46,138
53.5,72.5,22,52,135
53.5,73.5,22,43,135
53.5,74.5,21,51,130
53.5,75.5,22,56,121
53.5,76.5,22,39,136
53.5,77.5,18,36,127
53.5,78.5,18,34,119
53.5,79.5,16,21,119
53.5,80.5,0,8,118
53.5,81.5,10,9,111
53.5,82.5,16,10,119
53.5,83.5,8,10,122
53.5,84.5,14,12,118
53.5,85.5,233,4,117
53.5,86.5,212,4,106
53.5,87.5,212,4,106
53.5,88.5,226,7,103
53.5,89.5,233,5,101
54.5,0.5,15,125,122
54.5,1.5,14,114,120
54.5,2.5,13,119,111
54.5,3.5,14,118,118
54.5,4.5,16,121,128
54.5,5.5,16,128,121
54.5,6.5,18,122,129
54.5,7.5,18,115,137
54.5,8.5,17,105,140
54.5,9.5,17,128,127
54.5,10.5,15,129,114
54.5,11.5,15,128,119
54.5,12.5,18,123,140
54.5,13.5,18,115,141
54.5,14.5,15,113,128
54.5,15.5,14,110,120
54.5,16.5,15,114,123
54.5,17.5,15,105,130
54.5,18.5,19,102,139
54.5,19.5,18,105,136
54.5,20.5,16,112,134
54.5,21.5,16,111,137
54.5,22.5,17,102,130
54.5,23.5,17,96,129
54.5,24.5,18,98,134
54.5,25.5,17,110,131
54.5,26.5,18,103,123
54.5,27.5,16,101,113
54.5,28.5,16,105,121
54.5,29.5,18,102,135
54.5,30.5,20,86,132
54.5,31.5,20,74,130
54.5,32.5,18,66,130
54.5,33.5,18,67,129
54.5,34.5,17,69,125
54.5,35.5,16,62,119
54.5,36.5,17,65,120
54.5,37.5,19,70,120
54.5,38.5,19,71,118
54.5,39.5,19,63,117
54.5,40.5,19,69,113
54.5,41.5,17,59,115
54.5,42.5,17,53,129
54.5,43.5,19,63,129
54.5,44.5,21,58,126
54.5,45.5,21,52,126
54.5,46.5,20,43,134
54.5,47.5,20,46,136
54.5,48.5,20,57,137
54.5,49.5,22,70,133
54.5,50.5,23,65,133
54.5,51.5,21,60,130
54.5,52.5,22,55,125
54.5,53.5,21,68,105
54.5,54.5,19,75,101
54.5,55.5,19,68,105
54.5,56.5,19,75,111
54.5,57.5,19,76,114
54.5,58.5,21,69,121
54.5,59.5,21,77,122
54.5,60.5,20,67,124
54.5,61.5,19,56,127
54.5,62.5,21,60,123
54.5,63.5,22,51,124
54.5,64.5,20,45,129
54.5,65.5,20,43,134
54.5,66.5,21,45,134
54.5,67.5,22,52,130
54.5,68.5,20,57,128
54.5,69.5,19,66,123
54.5,70.5,21,49,133
54.5,71.5,21,40,139
54.5,72.5,20,43,135
54.5,73.5,20,50,126
54.5,74.5,23,48,126
54.5,75.5,22,55,124
54.5,76.5,23,46,131
54.5,77.5,21,31,128
54.5,78.5,18,19,119
54.5,79.5,0,6,117
54.5,80.5,10,8,115
54.5,81.5,12,16,109
54.5,82.5,8,10,116
54.5,83.5,8,11,115
54.5,84.5,0,6,118
54.5,85.5,226,6,116
54.5,86.5,212,4,114
54.5,87.5,0,4,110
54.5,88.5,233,4,108
54.5,89.5,212,4,110
55.5,0.5,15,123,122
55.5,1.5,14,118,123
55.5,2.5,14,114,114
55.5,3.5,14,118,118
55.5,4.5,16,122,129
55.5,5.5,16,129,126
55.5,6.5,16,128,119
55.5,7.5,16,93,137
55.5,8.5,20,100,149
55.5,9.5,16,124,123
55.5,10.5,14,127,118
55.5,11.5,14,116,118
55.5,12.5,17,128,129
55.5,13.5,18,119,135
55.5,14.5,15,116,123
55.5,15.5,15,105,118
55.5,16.5,15,106,120
55.5,17.5,16,106,127
55.5,18.5,19,86,144
55.5,19.5,21,82,146
55.5,20.5,18,95,142
55.5,21.5,19,96,140
55.5,22.5,17,98,130
55.5,23.5,17,98,130
55.5,24.5,19,95,131
55.5,25.5,17,104,122
55.5,26.5,18,85,122
55.5,27.5,16,80,111
55.5,28.5,18,79,119
55.5,29.5,18,90,127
55.5,30.5,19,78,134
55.5,31.5,18,68,134
55.5,32.5,19,62,135
55.5,33.5,19,64,130
55.5,34.5,18,70,127
55.5,35.5,17,75,122
55.5,36.5,18,72,116
55.5,37.5,18,74,113
55.5,38.5,19,72,113
55.5,39.5,20,64,115
55.5,40.5,19,59,125
55.5,41.5,18,55,123
55.5,42.5,16,53,123
55.5,43.5,19,59,128
55.5,44.5,18,56,126
55.5,45.5,18,48,132
55.5,46.5,19,45,136
55.5,47.5,21,51,130
55.5,48.5,19,48,127
55.5,49.5,21,58,131
55.5,50.5,21,50,132
55.5,51.5,19,45,136
55.5,52.5,21,46,132
55.5,53.5,18,64,110
55.5,54.5,20,79,106
55.5,55.5,19,66,107
55.5,56.5,20,69,114
55.5,57.5,21,70,119
55.5,58.5,21,60,123
55.5,59.5,21,60,126
55.5,60.5,21,60,131
55.5,61.5,19,55,134
55.5,62.5,20,48,131
55.5,63.5,22,49,130
55.5,64.5,19,41,134
55.5,65.5,19,40,137
55.5,66.5,18,40,131
55.5,67.5,20,49,130
55.5,68.5,21,63,128
55.5,69.5,21,53,134
55.5,70.5,21,45,134
55.5,71.5,20,44,132
55.5,72.5,22,49,129
55.5,73.5,20,40,131
55.5,74.5,19,43,130
55.5,75.5,19,43,129
55.5,76.5,19,33,129
55.5,77.5,16,26,127
55.5,78.5,10,16,121
55.5,79.5,12,15,118
55.5,80.5,8,10,116
55.5,81.5,15,18,109
55.5,82.5,18,21,107
55.5,83.5,14,20,114
55.5,84.5,0,10,116
55.5,85.5,0,6,112
55.5,86.5,233,4,108
55.5,87.5,0,7,106
55.5,88.5,159,8,121
55.5,89.5,180,8,117
56.5,0.5,16,125,128
56.5,1.5,16,122,127
56.5,2.5,14,120,119
56.5,3.5,15,122,121
56.5,4.5,16,124,127
56.5,5.5,15,135,119
56.5,6.5,15,132,123
56.5,7.5,16,115,133
56.5,8.5,20,95,149
56.5,9.5,18,115,135
56.5,10.5,16,125,126
56.5,11.5,16,113,126
56.5,12.5,18,105,131
56.5,13.5,18,104,129
56.5,14.5,13,125,112
56.5,15.5,13,105,109
56.5,16.5,14,95,120
56.5,17.5,15,100,122
56.5,18.5,15,97,126
56.5,19.5,17,96,130
56.5,20.5,17,93,137
56.5,21.5,19,86,139
56.5,22.5,17,90,129
56.5,23.5,17,101,131
56.5,24.5,19,95,128
56.5,25.5,19,100,117
56.5,26.5,20,82,126
56.5,27.5,20,68,131
56.5,28.5,19,71,132
56.5,29.5,18,86,130
56.5,30.5,18,79,132
56.5,31.5,20,66,134
56.5,32.5,18,64,134
56.5,33.5,18,71,128
56.5,34.5,18,64,126
56.5,35.5,19,73,121
56.5,36.5,18,71,121
56.5,37.5,19,72,116
56.5,38.5,18,72,105
56.5,39.5,19,75,108
56.5,40.5,19,65,124
56.5,41.5,19,54,130
56.5,42.5,18,68,120
56.5,43.5,19,69,125
56.5,44.5,19,58,130
56.5,45.5,20,58,135
56.5,46.5,20,50,137
56.5,47.5,19,50,122
56.5,48.5,20,54,107
56.5,49.5,20,54,127
56.5,50.5,18,48,131
56.5,51.5,19,51,129
56.5,52.5,20,60,122
56.5,53.5,19,67,117
56.5,54.5,21,64,123
56.5,55.5,20,72,123
56.5,56.5,21,64,123
56.5,57.5,21,66,127
56.5,58.5,20,60,130
56.5,59.5,20,56,131
56.5,60.5,20,46,137
56.5,61.5,21,48,137
56.5,62.5,21,46,132
56.5,63.5,20,49,129
56.5,64.5,20,47,135
56.5,65.5,19,40,138
56.5,66.5,19,42,133
56.5,67.5,21,58,126
56.5,68.5,21,63,124
56.5,69.5,20,44,133
56.5,70.5,20,43,134
56.5,71.5,19,42,131
56.5,72.5,21,49,134
56.5,73.5,20,42,139
56.5,74.5,21,40,137
56.5,75.5,16,39,116
56.5,76.5,18,35,115
56.5,77.5,14,18,126
56.5,78.5,0,8,120
56.5,79.5,15,18,112
56.5,80.5,8,10,118
56.5,81.5,0,8,116
56.5,82.5,12,15,112
56.5,83.5,0,11,115
56.5,84.5,244,9,112
56.5,85.5,0,7,107
56.5,86.5,233,4,111
56.5,87.5,240,7,106
56.5,88.5,233,4,105
56.5,89.5,240,7,98
57.5,0.5,16,113,128
57.5,1.5,14,120,127
57.5,2.5,14,125,124
57.5,3.5,14,119,122
57.5,4.5,14,124,117
57.5,5.5,13,120,116
57.5,6.5,16,109,128
57.5,7.5,18,113,139
57.5,8.5,16,105,140
57.5,9.5,17,109,133
57.5,10.5,17,116,129
57.5,11.5,16,110,127
57.5,12.5,16,103,128
57.5,13.5,15,123,124
57.5,14.5,14,130,117
57.5,15.5,12,118,114
57.5,16.5,14,104,122
57.5,17.5,13,97,123
57.5,18.5,14,100,124
57.5,19.5,15,101,126
57.5,20.5,16,88,136
57.5,21.5,15,72,133
57.5,22.5,16,101,128
57.5,23.5,17,112,131
57.5,24.5,18,109,128
57.5,25.5,17,111,126
57.5,26.5,18,110,132
57.5,27.5,20,91,131
57.5,28.5,18,92,129
57.5,29.5,19,89,125
57.5,30.5,19,83,125
57.5,31.5,20,70,133
57.5,32.5,19,66,130
57.5,33.5,20,79,115
57.5,34.5,19,69,128
57.5,35.5,18,66,130
57.5,36.5,19,76,124
57.5,37.5,18,75,115
57.5,38.5,18,78,107
57.5,39.5,19,81,107
57.5,40.5,20,71,118
57.5,41.5,19,61,132
57.5,42.5,21,65,133
57.5,43.5,20,65,129
57.5,44.5,21,67,128
57.5,45.5,19,75,118
57.5,46.5,20,72,123
57.5,47.5,20,56,132
57.5,48.5,21,58,126
57.5,49.5,20,52,131
57.5,50.5,18,52,122
57.5,51.5,17,61,112
57.5,52.5,18,68,105
57.5,53.5,19,60,123
57.5,54.5,21,64,123
57.5,55.5,21,72,120
57.5,56.5,20,66,127
57.5,57.5,20,55,134
57.5,58.5,20,51,134
57.5,59.5,22,51,133
57.5,60.5,19,41,136
57.5,61.5,20,39,134
57.5,62.5,18,45,128
57.5,63.5,20,42,125
57.5,64.5,19,41,134
57.5,65.5,18,38,139
57.5,66.5,20,39,134
57.5,67.5,20,45,129
57.5,68.5,21,47,129
57.5,69.5,19,47,129
57.5,70.5,20,43,134
57.5,71.5,19,40,138
57.5,72.5,19,40,138
57.5,73.5,23,46,133
57.5,74.5,20,35,135
57.5,75.5,18,37,124
57.5,76.5,19,32,119
57.5,77.5,16,21,121
57.5,78.5,8,10,121
57.5,79.5,12,15,119
57.5,80.5,18,15,119
57.5,81.5,10,8,119
57.5,82.5,16,10,123
57.5,83.5,10,8,119
57.5,84.5,244,9,113
57.5,85.5,233,4,103
57.5,86.5,233,4,109
57.5,87.5,191,4,112
57.5,88.5,184,6,115
57.5,89.5,226,7,100
58.5,0.5,16,107,126
58.5,1.5,15,114,127
58.5,2.5,16,117,132
58.5,3.5,16,118,129
58.5,4.5,15,127,120
58.5,5.5,13,119,117
58.5,6.5,17,99,138
58.5,7.5,20,98,152
58.5,8.5,16,112,136
58.5,9.5,14,116,127
58.5,10.5,14,107,128
58.5,11.5,16,108,127
58.5,12.5,15,111,128
58.5,13.5,14,127,126
58.5,14.5,13,127,118
58.5,15.5,13,121,118
58.5,16.5,13,112,118
58.5,17.5,13,104,120
58.5,18.5,13,101,123
58.5,19.5,14,96,129
58.5,20.5,16,86,135
58.5,21.5,15,75,122
58.5,22.5,16,99,125
58.5,23.5,16,114,127
58.5,24.5,17,106,132
58.5,25.5,18,109,130
58.5,26.5,18,121,128
58.5,27.5,18,107,135
58.5,28.5,20,93,133
58.5,29.5,20,78,127
58.5,30.5,20,83,125
58.5,31.5,20,77,131
58.5,32.5,20,68,130
58.5,33.5,20,77,115
58.5,34.5,19,74,113
58.5,35.5,20,77,125
58.5,36.5,19,74,126
58.5,37.5,19,74,117
58.5,38.5,17,63,109
58.5,39.5,19,76,110
58.5,40.5,19,63,121
58.5,41.5,20,71,111
58.5,42.5,19,76,117
58.5,43.5,19,68,127
58.5,44.5,19,63,128
58.5,45.5,19,68,108
58.5,46.5,21,74,116
58.5,47.5,21,56,136
58.5,48.5,21,55,134
58.5,49.5,21,54,132
58.5,50.5,18,51,123
58.5,51.5,17,61,91
58.5,52.5,19,76,104
58.5,53.5,19,65,116
58.5,54.5,21,60,119
58.5,55.5,19,61,120
58.5,56.5,19,56,126
58.5,57.5,20,54,127
58.5,58.5,20,61,120
58.5,59.5,21,52,127
58.5,60.5,20,53,120
58.5,61.5,20,45,129
58.5,62.5,21,46,131
58.5,63.5,19,40,139
58.5,64.5,19,45,134
58.5,65.5,18,42,137
58.5,66.5,17,35,137
58.5,67.5,18,39,137
58.5,68.5,21,41,134
58.5,69.5,20,57,128
58.5,70.5,21,60,130
58.5,71.5,23,50,136
58.5,72.5,20,35,135
58.5,73.5,18,30,135
58.5,74.5,20,36,132
58.5,75.5,19,38,131
58.5,76.5,15,22,127
58.5,77.5,10,17,120
58.5,78.5,6,15,119
58.5,79.5,0,8,123
58.5,80.5,21,12,120
58.5,81.5,18,18,123
58.5,82.5,16,10,117
58.5,83.5,14,6,119
58.5,84.5,226,6,118
58.5,85.5,226,6,114
58.5,86.5,226,6,114
58.5,87.5,212,4,107
58.5,88.5,233,4,116
58.5,89.5,212,4,106
59.5,0.5,16,119,122
59.5,1.5,15,115,117
59.5,2.5,15,110,118
59.5,3.5,17,104,124
59.5,4.5,16,113,124
59.5,5.5,15,125,120
59.5,6.5,16,115,133
59.5,7.5,16,96,145
59.5,8.5,15,107,131
59.5,9.5,16,103,136
59.5,10.5,18,89,146
59.5,11.5,17,94,143
59.5,12.5,14,104,132
59.5,13.5,14,118,121
59.5,14.5,13,124,113
59.5,15.5,12,105,114
59.5,16.5,14,113,121
59.5,17.5,14,112,122
59.5,18.5,14,106,124
59.5,19.5,15,102,127
59.5,20.5,17,92,130
59.5,21.5,14,87,120
59.5,22.5,15,96,124
59.5,23.5,16,106,127
59.5,24.5,17,104,129
59.5,25.5,17,109,131
59.5,26.5,18,110,129
59.5,27.5,18,110,136
59.5,28.5,19,95,133
59.5,29.5,18,79,116
59.5,30.5,21,79,115
59.5,31.5,19,70,123
59.5,32.5,20,71,124
59.5,33.5,20,75,121
59.5,34.5,20,80,120
59.5,35.5,21,84,127
59.5,36.5,20,81,128
59.5,37.5,19,70,127
59.5,38.5,19,61,121
59.5,39.5,21,72,119
59.5,40.5,20,60,131
59.5,41.5,19,59,121
59.5,42.5,20,63,124
59.5,43.5,18,53,133
59.5,44.5,21,54,132
59.5,45.5,20,65,121
59.5,46.5,21,66,126
59.5,47.5,19,57,132
59.5,48.5,21,56,135
59.5,49.5,20,54,135
59.5,50.5,20,51,133
59.5,51.5,18,59,98
59.5,52.5,19,75,112
59.5,53.5,21,63,129
59.5,54.5,21,59,129
59.5,55.5,19,62,122
59.5,56.5,20,60,122
59.5,57.5,20,55,124
59.5,58.5,18,45,128
59.5,59.5,18,53,110
59.5,60.5,19,66,108
59.5,61.5,20,68,122
59.5,62.5,21,61,132
59.5,63.5,21,43,142
59.5,64.5,18,46,127
59.5,65.5,19,58,122
59.5,66.5,18,45,130
59.5,67.5,20,41,128
59.5,68.5,21,39,128
59.5,69.5,21,47,128
59.5,70.5,22,50,136
59.5,71.5,20,42,139
59.5,72.5,20,40,131
59.5,73.5,20,37,129
59.5,74.5,21,37,136
59.5,75.5,21,39,130
59.5,76.5,18,32,127
59.5,77.5,18,29,122
59.5,78.5,15,23,118
59.5,79.5,15,23,119
59.5,80.5,21,26,117
59.5,81.5,21,25,121
59.5,82.5,10,9,111
59.5,83.5,198,6,117
59.5,84.5,198,6,114
59.5,85.5,0,9,103
59.5,86.5,0,9,107
59.5,87.5,0,9,106
59.5,88.5,0,7,108
59.5,89.5,233,4,108
60.5,0.5,16,110,127
60.5,1.5,15,109,121
60.5,2.5,15,105,111
60.5,3.5,15,108,108
60.5,4.5,15,112,109
60.5,5.5,15,119,115
60.5,6.5,15,117,128
60.5,7.5,16,109,133
60.5,8.5,14,109,126
60.5,9.5,16,102,134
60.5,10.5,17,92,143
60.5,11.5,16,100,134
60.5,12.5,16,98,132
60.5,13.5,15,110,120
60.5,14.5,13,122,100
60.5,15.5,13,113,106
60.5,16.5,14,111,119
60.5,17.5,14,111,123
60.5,18.5,16,110,127
60.5,19.5,17,106,124
60.5,20.5,16,108,125
60.5,21.5,16,105,128
60.5,22.5,15,100,127
60.5,23.5,16,106,127
60.5,24.5,17,107,128
60.5,25.5,15,100,114
60.5,26.5,17,91,117
60.5,27.5,18,98,124
60.5,28.5,18,88,124
60.5,29.5,19,82,121
60.5,30.5,21,82,118
60.5,31.5,22,78,126
60.5,32.5,22,78,124
60.5,33.5,21,70,130
60.5,34.5,20,77,128
60.5,35.5,20,79,131
60.5,36.5,20,92,124
60.5,37.5,20,79,131
60.5,38.5,20,63,125
60.5,39.5,18,57,125
60.5,40.5,18,61,125
60.5,41.5,19,59,128
60.5,42.5,19,57,133
60.5,43.5,18,52,135
60.5,44.5,21,72,126
60.5,45.5,22,64,134
60.5,46.5,21,64,130
60.5,47.5,21,77,122
60.5,48.5,19,57,132
60.5,49.5,19,57,133
60.5,50.5,19,62,126
60.5,51.5,19,58,130
60.5,52.5,21,79,119
60.5,53.5,20,80,124
60.5,54.5,20,71,128
60.5,55.5,20,62,127
60.5,56.5,22,53,128
60.5,57.5,20,58,126
60.5,58.5,20,48,131
60.5,59.5,18,33,121
60.5,60.5,19,54,112
60.5,61.5,21,79,116
60.5,62.5,21,69,128
60.5,63.5,21,45,136
60.5,64.5,19,56,127
60.5,65.5,20,64,123
60.5,66.5,21,52,137
60.5,67.5,22,42,138
60.5,68.5,21,40,139
60.5,69.5,19,45,134
60.5,70.5,21,45,135
60.5,71.5,21,43,140
60.5,72.5,21,53,134
60.5,73.5,21,57,134
60.5,74.5,20,46,138
60.5,75.5,20,42,137
60.5,76.5,21,34,133
60.5,77.5,22,31,123
60.5,78.5,16,21,121
60.5,79.5,16,21,117
60.5,80.5,12,17,103
60.5,81.5,12,16,109
60.5,82.5,10,18,109
60.5,83.5,8,11,115
60.5,84.5,226,6,115
60.5,85.5,226,7,107
60.5,86.5,233,9,103
60.5,87.5,0,12,104
60.5,88.5,240,7,105
60.5,89.5,184,6,111
61.5,0.5,15,102,120
61.5,1.5,16,108,125
61.5,2.5,16,101,126
61.5,3.5,15,102,110
61.5,4.5,15,97,110
61.5,5.5,16,110,115
61.5,6.5,16,111,123
61.5,7.5,18,108,129
61.5,8.5,15,109,126
61.5,9.5,16,103,133
61.5,10.5,17,92,138
61.5,11.5,19,80,149
61.5,12.5,19,88,141
61.5,13.5,16,102,125
61.5,14.5,13,116,101
61.5,15.5,13,112,104
61.5,16.5,15,98,117
61.5,17.5,17,106,129
61.5,18.5,18,112,134
61.5,19.5,17,112,131
61.5,20.5,18,117,128
61.5,21.5,16,111,126
61.5,22.5,16,92,124
61.5,23.5,16,102,124
61.5,24.5,15,109,119
61.5,25.5,11,98,101
61.5,26.5,15,72,123
61.5,27.5,18,94,119
61.5,28.5,19,87,111
61.5,29.5,20,85,116
61.5,30.5,20,94,129
61.5,31.5,19,94,132
61.5,32.5,20,83,128
61.5,33.5,19,65,125
61.5,34.5,20,71,124
61.5,35.5,20,79,128
61.5,36.5,21,85,126
61.5,37.5,21,81,122
61.5,38.5,21,74,124
61.5,39.5,19,61,128
61.5,40.5,18,60,126
61.5,41.5,17,50,132
61.5,42.5,18,52,130
61.5,43.5,19,59,129
61.5,44.5,21,77,118
61.5,45.5,21,72,130
61.5,46.5,21,65,132
61.5,47.5,21,69,124
61.5,48.5,19,53,134
61.5,49.5,19,60,126
61.5,50.5,19,50,132
61.5,51.5,20,53,139
61.5,52.5,21,59,133
61.5,53.5,21,60,134
61.5,54.5,19,61,129
