x,y,H,S,V
17.5,17.5,18,100,119
17.5,18.5,16,101,118
17.5,19.5,16,96,111
17.5,20.5,16,101,113
17.5,21.5,16,103,121
17.5,22.5,15,107,119
17.5,23.5,15,102,122
17.5,24.5,15,102,122
17.5,25.5,15,92,121
17.5,26.5,17,76,113
17.5,27.5,17,50,111
17.5,28.5,21,61,116
17.5,29.5,21,72,113
17.5,30.5,19,58,113
17.5,31.5,20,47,113
17.5,32.5,22,33,114
17.5,33.5,18,31,115
17.5,34.5,22,51,113
17.5,35.5,23,63,109
17.5,36.5,20,55,115
17.5,37.5,23,48,116
17.5,38.5,22,38,114
17.5,39.5,21,31,115
17.5,40.5,18,20,113
17.5,41.5,26,29,111
17.5,42.5,21,26,117
17.5,43.5,19,34,110
17.5,44.5,19,29,114
17.5,45.5,19,32,116
17.5,46.5,22,60,109
17.5,47.5,24,76,103
17.5,48.5,21,69,106
17.5,49.5,22,59,115
17.5,50.5,23,54,116
17.5,51.5,22,40,120
17.5,52.5,21,29,120
17.5,53.5,21,28,124
17.5,54.5,21,24,126
17.5,55.5,21,28,127
17.5,56.5,21,27,128
17.5,57.5,22,30,126
17.5,58.5,21,28,125
17.5,59.5,12,14,126
17.5,60.5,12,15,115
17.5,61.5,21,33,107
17.5,62.5,21,57,107
17.5,63.5,25,59,107
17.5,64.5,26,49,108
17.5,65.5,26,44,110
17.5,66.5,27,39,111
17.5,67.5,23,36,112
17.5,68.5,22,39,110
17.5,69.5,19,23,117
17.5,70.5,18,15,118
17.5,71.5,16,10,118
17.5,72.5,170,4,118
17.5,73.5,191,4,113
17.5,74.5,0,2,99
17.5,75.5,14,7,96
17.5,76.5,155,6,125
17.5,77.5,127,5,131
17.5,78.5,113,6,126
17.5,79.5,141,7,106
17.5,80.5,127,4,103
17.5,81.5,127,6,116
17.5,82.5,144,10,119
17.5,83.5,143,16,124
17.5,84.5,148,26,117
17.5,85.5,148,24,105
17.5,86.5,146,19,117
17.5,87.5,141,6,127
17.5,88.5,148,21,97
17.5,89.5,141,7,99
18.5,0.5,20,110,143
18.5,1.5,20,111,135
18.5,2.5,16,109,114
18.5,3.5,14,122,108
18.5,4.5,13,117,106
18.5,5.5,13,114,105
18.5,6.5,13,100,102
18.5,7.5,14,105,94
18.5,8.5,15,111,101
18.5,9.5,15,106,108
18.5,10.5,15,104,115
18.5,11.5,14,97,112
18.5,12.5,16,90,118
18.5,13.5,18,92,127
18.5,14.5,17,90,124
18.5,15.5,16,82,127
18.5,16.5,17,74,133
18.5,17.5,17,93,125
18.5,18.5,15,94,119
18.5,19.5,15,85,113
18.5,20.5,16,94,105
18.5,21.5,16,99,110
18.5,22.5,17,105,111
18.5,23.5,18,102,114
18.5,24.5,15,105,116
18.5,25.5,16,100,122
18.5,26.5,16,87,117
18.5,27.5,20,71,110
18.5,28.5,22,62,110
18.5,29.5,20,77,115
18.5,30.5,21,70,108
18.5,31.5,22,56,113
18.5,32.5,21,53,115
18.5,33.5,20,41,116
18.5,34.5,18,39,115
18.5,35.5,24,51,113
18.5,36.5,22,56,113
18.5,37.5,23,52,117
18.5,38.5,22,45,119
18.5,39.5,18,37,121
18.5,40.5,17,24,123
18.5,41.5,22,37,116
18.5,42.5,18,35,114
18.5,43.5,19,33,114
18.5,44.5,19,40,108
18.5,45.5,16,35,107
18.5,46.5,21,47,96
18.5,47.5,24,56,94
18.5,48.5,21,55,102
18.5,49.5,22,45,119
18.5,50.5,22,44,121
18.5,51.5,21,38,120
18.5,52.5,19,23,121
18.5,53.5,21,28,125
18.5,54.5,21,23,130
18.5,55.5,21,31,130
18.5,56.5,22,29,130
18.5,57.5,24,27,132
18.5,58.5,19,25,130
18.5,59.5,16,20,124
18.5,60.5,22,35,108
18.5,61.5,19,44,97
18.5,62.5,22,54,98
18.5,63.5,24,45,106
18.5,64.5,24,15,116
18.5,65.5,18,15,115
18.5,66.5,19,26,107
18.5,67.5,25,37,103
18.5,68.5,28,36,106
18.5,69.5,24,33,106
18.5,70.5,27,32,111
18.5,71.5,26,17,115
18.5,72.5,21,4,110
18.5,73.5,170,2,116
18.5,74.5,212,2,110
18.5,75.5,212,2,91
18.5,76.5,148,4,112
18.5,77.5,141,6,119
18.5,78.5,170,5,101
18.5,79.5,170,5,88
18.5,80.5,170,7,98
18.5,81.5,170,7,98
18.5,82.5,127,5,90
18.5,83.5,127,7,102
18.5,84.5,155,7,105
18.5,85.5,148,18,112
18.5,86.5,148,21,121
18.5,87.5,154,16,123
18.5,88.5,150,26,105
18.5,89.5,146,22,101
19.5,0.5,18,132,127
19.5,1.5,18,123,130
19.5,2.5,17,110,125
19.5,3.5,13,107,111
19.5,4.5,12,115,104
19.5,5.5,13,122,106
19.5,6.5,13,112,109
19.5,7.5,12,104,105
19.5,8.5,15,107,107
19.5,9.5,16,101,108
19.5,10.5,16,110,120
19.5,11.5,15,110,122
19.5,12.5,15,101,118
19.5,13.5,17,96,127
19.5,14.5,15,105,123
19.5,15.5,16,98,129
19.5,16.5,16,86,132
19.5,17.5,16,89,128
19.5,18.5,14,91,126
19.5,19.5,16,97,118
19.5,20.5,18,97,115
19.5,21.5,19,88,109
19.5,22.5,19,87,111
19.5,23.5,20,86,112
19.5,24.5,17,83,116
19.5,25.5,17,84,115
19.5,26.5,19,78,110
19.5,27.5,19,81,107
19.5,28.5,19,78,98
19.5,29.5,21,75,108
19.5,30.5,21,73,115
19.5,31.5,18,54,117
19.5,32.5,23,36,126
19.5,33.5,23,32,127
19.5,34.5,18,37,121
19.5,35.5,19,53,115
19.5,36.5,21,59,112
19.5,37.5,22,59,115
19.5,38.5,22,58,117
19.5,39.5,21,51,119
19.5,40.5,23,42,119
19.5,41.5,21,51,108
19.5,42.5,20,53,109
19.5,43.5,19,45,111
19.5,44.5,19,39,110
19.5,45.5,20,42,115
19.5,46.5,18,30,116
19.5,47.5,23,42,107
19.5,48.5,21,31,113
19.5,49.5,22,39,122
19.5,50.5,19,29,130
19.5,51.5,18,27,129
19.5,52.5,18,27,129
19.5,53.5,12,19,129
19.5,54.5,19,21,133
19.5,55.5,22,28,132
19.5,56.5,16,19,134
19.5,57.5,21,33,122
19.5,58.5,23,47,108
19.5,59.5,21,56,90
19.5,60.5,26,39,84
19.5,61.5,24,53,67
19.5,62.5,23,61,83
19.5,63.5,24,42,102
19.5,64.5,37,16,125
19.5,65.5,30,14,121
19.5,66.5,24,26,114
19.5,67.5,29,30,109
19.5,68.5,28,28,108
19.5,69.5,23,24,113
19.5,70.5,22,28,116
19.5,71.5,10,8,115
19.5,72.5,170,6,120
19.5,73.5,170,8,126
19.5,74.5,191,4,111
19.5,75.5,155,7,103
19.5,76.5,155,12,118
19.5,77.5,154,22,122
19.5,78.5,154,26,107
19.5,79.5,148,5,94
19.5,80.5,159,9,113
19.5,81.5,152,12,103
19.5,82.5,162,15,97
19.5,83.5,155,16,93
19.5,84.5,191,5,94
19.5,85.5,148,14,103
19.5,86.5,150,23,119
19.5,87.5,154,18,112
19.5,88.5,146,19,117
19.5,89.5,148,25,119
20.5,0.5,15,129,112
20.5,1.5,15,125,108
20.5,2.5,15,117,111
20.5,3.5,13,104,100
20.5,4.5,12,113,97
20.5,5.5,13,121,92
20.5,6.5,13,111,101
20.5,7.5,13,106,105
20.5,8.5,15,100,102
20.5,9.5,17,89,106
20.5,10.5,16,104,122
20.5,11.5,15,109,123
20.5,12.5,14,95,123
20.5,13.5,16,99,121
20.5,14.5,15,111,119
20.5,15.5,14,113,124
20.5,16.5,14,101,128
20.5,17.5,14,82,126
20.5,18.5,15,91,125
20.5,19.5,14,104,125
20.5,20.5,17,96,127
20.5,21.5,20,89,123
20.5,22.5,21,97,123
20.5,23.5,18,98,116
20.5,24.5,17,99,115
20.5,25.5,19,92,113
20.5,26.5,20,81,109
20.5,27.5,21,72,99
20.5,28.5,20,75,84
20.5,29.5,21,75,98
20.5,30.5,22,80,102
20.5,31.5,19,68,104
20.5,32.5,21,48,116
20.5,33.5,21,45,123
20.5,34.5,17,51,120
20.5,35.5,18,58,109
20.5,36.5,19,56,108
20.5,37.5,20,58,109
20.5,38.5,21,61,107
20.5,39.5,22,57,110
20.5,40.5,20,45,117
20.5,41.5,22,47,112
20.5,42.5,21,60,110
20.5,43.5,20,60,105
20.5,44.5,20,46,116
20.5,45.5,23,44,114
20.5,46.5,21,38,118
20.5,47.5,24,41,117
20.5,48.5,21,24,125
20.5,49.5,22,30,127
20.5,50.5,22,26,127
20.5,51.5,19,22,124
20.5,52.5,19,26,125
20.5,53.5,15,21,128
20.5,54.5,19,25,130
20.5,55.5,22,29,130
20.5,56.5,23,21,132
20.5,57.5,22,28,118
20.5,58.5,25,23,110
20.5,59.5,21,26,98
20.5,60.5,23,21,106
20.5,61.5,21,24,82
20.5,62.5,24,48,90
20.5,63.5,23,33,121
20.5,64.5,28,37,123
20.5,65.5,24,39,124
20.5,66.5,26,39,123
20.5,67.5,25,39,117
20.5,68.5,23,35,114
20.5,69.5,24,26,117
20.5,70.5,24,25,121
20.5,71.5,23,19,119
20.5,72.5,0,4,118
20.5,73.5,184,6,126
20.5,74.5,170,6,123
20.5,75.5,170,4,113
20.5,76.5,212,2,111
20.5,77.5,170,4,118
20.5,78.5,155,19,117
20.5,79.5,159,9,111
20.5,80.5,184,6,113
20.5,81.5,148,5,97
20.5,82.5,159,10,100
20.5,83.5,170,9,104
20.5,84.5,191,5,94
20.5,85.5,145,16,110
20.5,86.5,148,27,131
20.5,87.5,145,16,111
20.5,88.5,143,18,113
20.5,89.5,150,30,127
21.5,0.5,16,128,109
21.5,1.5,15,128,101
21.5,2.5,15,127,100
21.5,3.5,13,108,103
21.5,4.5,13,107,102
21.5,5.5,12,110,99
21.5,6.5,14,112,102
21.5,7.5,13,107,104
21.5,8.5,14,96,103
21.5,9.5,14,85,101
21.5,10.5,18,94,116
21.5,11.5,17,107,119
21.5,12.5,16,98,122
21.5,13.5,16,108,124
21.5,14.5,16,118,127
21.5,15.5,15,120,125
21.5,16.5,14,107,128
21.5,17.5,13,95,126
21.5,18.5,15,87,123
21.5,19.5,16,91,126
21.5,20.5,20,93,126
21.5,21.5,21,98,129
21.5,22.5,19,96,124
21.5,23.5,18,99,120
21.5,24.5,16,110,113
21.5,25.5,16,106,113
21.5,26.5,19,98,114
21.5,27.5,19,85,111
21.5,28.5,19,88,101
21.5,29.5,20,80,105
21.5,30.5,22,72,95
21.5,31.5,18,91,95
21.5,32.5,18,80,104
21.5,33.5,19,71,114
21.5,34.5,18,54,117
21.5,35.5,18,51,113
21.5,36.5,20,52,112
21.5,37.5,19,46,110
21.5,38.5,21,47,108
21.5,39.5,18,42,108
21.5,40.5,18,49,108
21.5,41.5,22,54,107
21.5,42.5,22,67,102
21.5,43.5,20,60,97
21.5,44.5,22,53,109
21.5,45.5,21,54,112
21.5,46.5,21,36,125
21.5,47.5,22,41,118
21.5,48.5,22,35,123
21.5,49.5,23,37,124
21.5,50.5,23,36,126
21.5,51.5,23,36,126
21.5,52.5,21,32,125
21.5,53.5,21,37,121
21.5,54.5,24,40,120
21.5,55.5,21,37,121
21.5,56.5,24,29,121
21.5,57.5,24,25,122
21.5,58.5,24,25,119
21.5,59.5,24,25,119
21.5,60.5,24,25,122
21.5,61.5,23,41,111
21.5,62.5,23,55,110
21.5,63.5,21,33,122
21.5,64.5,24,28,125
21.5,65.5,23,43,117
21.5,66.5,23,33,122
21.5,67.5,27,27,128
21.5,68.5,25,32,119
21.5,69.5,22,26,123
21.5,70.5,24,24,126
21.5,71.5,26,27,122
21.5,72.5,21,16,126
21.5,73.5,0,4,125
21.5,74.5,14,6,119
21.5,75.5,0,2,115
21.5,76.5,191,4,118
21.5,77.5,212,4,113
21.5,78.5,233,4,103
21.5,79.5,0,2,102
21.5,80.5,155,7,109
21.5,81.5,141,7,100
21.5,82.5,170,4,114
21.5,83.5,170,7,101
21.5,84.5,0,8,87
21.5,85.5,148,5,102
21.5,86.5,148,21,119
21.5,87.5,144,21,119
21.5,88.5,150,26,127
21.5,89.5,151,33,137
22.5,0.5,17,111,105
22.5,1.5,15,116,101
22.5,2.5,15,127,104
22.5,3.5,14,121,107
22.5,4.5,14,109,109
22.5,5.5,14,104,115
22.5,6.5,14,111,114
22.5,7.5,14,112,113
22.5,8.5,14,100,107
22.5,9.5,15,101,106
22.5,10.5,16,101,103
22.5,11.5,17,97,112
22.5,12.5,19,101,121
22.5,13.5,19,104,122
22.5,14.5,16,107,119
22.5,15.5,16,109,123
22.5,16.5,16,112,125
22.5,17.5,16,111,128
22.5,18.5,17,94,129
22.5,19.5,19,93,125
22.5,20.5,18,99,125
22.5,21.5,20,91,123
22.5,22.5,22,89,128
22.5,23.5,20,106,125
22.5,24.5,17,114,111
22.5,25.5,17,102,110
22.5,26.5,18,96,114
22.5,27.5,20,89,117
22.5,28.5,19,95,109
22.5,29.5,19,89,108
22.5,30.5,21,78,113
22.5,31.5,21,82,108
22.5,32.5,19,60,102
22.5,33.5,17,69,95
22.5,34.5,18,65,105
22.5,35.5,21,61,117
22.5,36.5,21,68,108
22.5,37.5,22,66,100
22.5,38.5,20,56,95
22.5,39.5,20,55,97
22.5,40.5,16,54,93
22.5,41.5,21,60,92
22.5,42.5,22,55,96
22.5,43.5,23,68,100
22.5,44.5,20,63,100
22.5,45.5,19,51,109
22.5,46.5,21,45,122
22.5,47.5,22,39,122
22.5,48.5,19,33,128
22.5,49.5,22,29,129
22.5,50.5,25,37,121
22.5,51.5,22,41,116
22.5,52.5,26,43,112
22.5,53.5,26,43,111
22.5,54.5,25,47,107
22.5,55.5,23,37,108
22.5,56.5,24,45,107
22.5,57.5,24,42,115
22.5,58.5,22,28,118
22.5,59.5,23,24,116
22.5,60.5,22,33,114
22.5,61.5,24,46,105
22.5,62.5,23,45,113
22.5,63.5,22,38,112
22.5,64.5,22,26,125
22.5,65.5,22,31,120
22.5,66.5,14,18,122
22.5,67.5,21,11,134
22.5,68.5,26,15,132
22.5,69.5,21,7,133
22.5,70.5,14,5,136
22.5,71.5,23,18,126
22.5,72.5,18,14,126
22.5,73.5,10,8,123
22.5,74.5,212,4,123
22.5,75.5,0,4,120
22.5,76.5,191,4,116
22.5,77.5,212,4,115
22.5,78.5,191,4,109
22.5,79.5,170,7,99
22.5,80.5,141,7,106
22.5,81.5,148,10,98
22.5,82.5,161,11,109
22.5,83.5,161,14,91
22.5,84.5,21,7,72
22.5,85.5,127,2,100
22.5,86.5,146,20,111
22.5,87.5,148,31,131
22.5,88.5,148,30,136
22.5,89.5,151,30,132
23.5,0.5,15,95,96
23.5,1.5,14,96,98
23.5,2.5,16,117,98
23.5,3.5,15,122,104
23.5,4.5,14,110,106
23.5,5.5,13,109,107
23.5,6.5,14,112,109
23.5,7.5,15,114,107
23.5,8.5,13,98,101
23.5,9.5,11,81,100
23.5,10.5,12,90,101
23.5,11.5,14,99,110
23.5,12.5,17,100,117
23.5,13.5,17,109,119
23.5,14.5,16,117,119
23.5,15.5,15,110,113
23.5,16.5,15,103,116
23.5,17.5,18,111,124
23.5,18.5,19,100,124
23.5,19.5,18,103,116
23.5,20.5,17,100,127
23.5,21.5,18,86,127
23.5,22.5,25,55,137
23.5,23.5,23,86,118
23.5,24.5,18,106,103
23.5,25.5,17,95,115
23.5,26.5,19,107,112
23.5,27.5,21,93,114
23.5,28.5,20,85,110
23.5,29.5,20,88,109
23.5,30.5,18,65,116
23.5,31.5,20,55,114
23.5,32.5,22,45,117
23.5,33.5,23,51,109
23.5,34.5,20,67,102
23.5,35.5,23,69,107
23.5,36.5,23,62,111
23.5,37.5,21,61,108
23.5,38.5,19,47,108
23.5,39.5,20,52,93
23.5,40.5,19,45,85
23.5,41.5,22,51,85
23.5,42.5,23,62,90
23.5,43.5,21,65,93
23.5,44.5,20,56,95
23.5,45.5,19,52,107
23.5,46.5,20,46,115
23.5,47.5,23,44,115
23.5,48.5,24,40,121
23.5,49.5,24,29,121
23.5,50.5,25,33,113
23.5,51.5,25,53,105
23.5,52.5,24,53,114
23.5,53.5,25,52,107
23.5,54.5,21,31,113
23.5,55.5,15,16,125
23.5,56.5,23,23,118
23.5,57.5,25,35,108
23.5,58.5,19,25,108
23.5,59.5,21,24,103
23.5,60.5,27,25,108
23.5,61.5,26,32,103
23.5,62.5,25,43,106
23.5,63.5,27,29,122
23.5,64.5,23,22,127
23.5,65.5,27,28,124
23.5,66.5,21,21,117
23.5,67.5,23,17,132
23.5,68.5,24,13,134
23.5,69.5,25,20,127
23.5,70.5,24,23,130
23.5,71.5,23,17,128
23.5,72.5,16,10,125
23.5,73.5,18,15,119
23.5,74.5,233,4,121
23.5,75.5,0,4,107
23.5,76.5,0,2,105
23.5,77.5,170,6,120
23.5,78.5,184,6,118
23.5,79.5,191,4,106
23.5,80.5,170,7,108
23.5,81.5,161,12,100
23.5,82.5,157,18,99
23.5,83.5,157,19,91
23.5,84.5,170,3,73
23.5,85.5,155,7,100
23.5,86.5,151,15,116
23.5,87.5,148,27,131
23.5,88.5,150,31,136
23.5,89.5,154,22,124
24.5,0.5,15,110,104
24.5,1.5,15,118,99
24.5,2.5,16,122,102
24.5,3.5,15,116,105
24.5,4.5,14,104,110
24.5,5.5,15,112,113
24.5,6.5,16,110,115
24.5,7.5,15,122,104
24.5,8.5,14,120,108
24.5,9.5,16,121,122
24.5,10.5,16,114,116
24.5,11.5,14,107,112
24.5,12.5,13,106,117
24.5,13.5,15,113,119
24.5,14.5,14,114,120
24.5,15.5,14,113,119
24.5,16.5,14,113,121
24.5,17.5,17,107,123
24.5,18.5,16,99,123
24.5,19.5,16,100,114
24.5,20.5,18,89,120
24.5,21.5,20,81,125
24.5,22.5,21,60,131
24.5,23.5,19,81,116
24.5,24.5,18,104,112
24.5,25.5,19,100,112
24.5,26.5,19,106,117
24.5,27.5,21,100,117
24.5,28.5,20,99,110
24.5,29.5,19,107,109
24.5,30.5,21,87,114
24.5,31.5,19,75,115
24.5,32.5,22,51,113
